_section,_species,_page,Areas Of Production,Areas for optimal production,Areas of Production,Areas of production,Biomass Yield(t/h a),Cane yield (t ha-1),Durat ion to matu rity (mon ths),Duratio n to maturit y (month s),Duratio n to maturit y (years),Duration to maturity ( days),Duration to maturity (days),Duration to maturity (months),Duration to maturity (months/day s),Duration to peak production (months),Economic production life (years),Flower yield (t ha-1 y-1),Fruit yield (kg tree-1 y-1),Grai n yiel d (t ha- 1),Grai n yiel d (t ha-1 ),Grain (G) and/or Forage(F ) yield (t ha-1 ),Grain yield (t ha- 1 ),Grain yield (t ha-1 ),Grain yield (t ha-1),Grain yield (t/ha),Grain yield(t ha-1 ),Grain yield(t/ ha),Green tea leaf yield (t ha-1 y- 1),Leaf Yield (t ha- 1),Lint yiel d (t ha- 1 ),Mainta iner and source,Maintai ner and seed source,Maintain er,Maintain er And Source,Maintain er and seed source,Maintain er and seedling source,Maintain er and source,Maintaine r,Maintaine r and Source,Maintaine r and seed source,Maintaine r and seedling source,Maintaine r and source,Maintainer,Maintainer and seed source,Maintainer and seedling source,Maintainer and source,Matu rity durat ion,Maturi ty duratio n,Maturi ty duratio n(mont hs),Maturit y duratio n(mont hs),Maturity Duration,Maturity Duration (months),Maturity duration,Maturity duration (years),Maturity duration( months),Maturity duration(mo nths),Maturity duration(months),Offici al Rele ase Nam e,Official Releas e Name,Official Release Name,Official Release name,Official Variety Name,Official Variety Release Name,Official release name,Official variety release Name,Official variety release name,Optimal producti on altitude range (Masl),Optimal productio n altitude range (Masl),Optimal production altitude (Masl),Optimal production altitude (masl),Optimal production altitude range (Masl),Optimal production altitude range (masl),Owne r(s),Owner (s) / Licensee,Owner( s),Owner( s) / License e,Owner( s) license e,Owner(S) Licensee,Owner(s ) / Licensee,Owner(s),Owner(s) / Licensee,Owner(s) / licensee,Owner(s) Licensee,Owner(s) licensee,Relea se name,Releas e Name,Releas e name,Release Name,Release name,Root yield (tha- 1 y-1),Root yield (tha-1 y- 1),Root yield (tha-1 y-1),Seed yield( t ha- 1),Special Attributes,Special attributes,Time to 50% flowering at 2551 m a s l (months),Tuber yield (t ha- 1),Tuber yield (t ha-1),Variety Code / Name,Variety Name,Variety Name/C ode,Variety Testing name/Co de,Variety name,Variety name/ Code,Variety name/ variety code,Variety name/cod e,Variety name/code,Variety testing name/c ode,Variety testing name/cod e,Year Of Release,Year of Releas e in kenya,Year of rele ase,Year of relea se,Year of releas e,Year of releas e in Kenya,Year of release,Year of release in Kenya,Year of release in kenya,Yiel d(t/ ha),Yield,Yield (T/Ha ),Yield (t/ha),Yield (t/ha) per tree,Yield( t/ha),Yield(t /ha),Yield(t/ ha),release name
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",175,,,,,,,,,,,,2.5-3,,,,,,,,,,,,,1-1.8,,,,,,,,,,,,,,,,,,KARI- Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,900-1600,,,,,,,,,KARI,,,,,,,,,,,,,,, Tolerant to heat,,,,,,,,,,,,16. Kat-Bean 9,,,,,,,1998,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",175,,,,,,,,,,,,2.5 - 2.8,,,,,,,,,,,,,1.5 – 1.75,,,,,,,,,,,,,,,,,,Simlaw Seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,500 - 1700,,,,,,,,,Kenya Seed Co,,,,,,,,,,,,,,, Early  Heat tolerant  Good for maize intercropping  Excellent cooking qualities,,,,,,,,,,,,17. Wairimu Dwarf,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",175,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.3 – 2.3,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1100-2000,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Upright growth habit  Early  Moderate resistance to rust, common bacterial blight, angular leaf spot, anthracnose, bean common mosaic virus & necrotic virus  Large grains",,,,,,,,,,,,18. New Rose Coco,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",175,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.2 – 2.26,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1000-2000,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Large grains  Early  Resistant to floury leaf spot, halo blight, angular leaf spot, anthracnose, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,19. Miezi Mbili,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.07 – 2.15,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1100-1900,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Large grains  Early  Moderately resistant to, halo blight, angular leaf spot, anthracnose, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,20. Kenya early,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.09 – 2.8,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1000-2100,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Large grains  Moderately resistant to halo blight, angular leaf spot, anthracnose, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,21. Kenya Red Kidney,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.14 – 2.8,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1000-2100,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Medium maturity  Moderately resistant to halo blight, angular leaf spot, anthracnose, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,22. Super Rose Coco,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,3 - 3.5,,,,,,,,,,,,,1.13 – 2.09,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1030-2000,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Large grains  Moderately resistant to halo blight, angular leaf spot, anthracnose, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,23. Kenya Wonder,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,2.5 - 3,,,,,,,,,,,,,1.08 – 1.81,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1000-1900,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Early  Large grains, Moderately resistant to halo blight, bean common mosaic virus & common bacterial blight",,,,,,,,,,,,24. Kenya Sugar Bean,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",176,,,,,,,,,,,,3 - 3.5,,,,,,,,,,,,,1.05 – 2.47,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,1300-2000,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Large grains  Resistant to floury leaf spot, halo blight, angular leaf spot,",,,,,,,,,,,,25. Kabete Super,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,2.5 – 3.5,,,,,,,,,,,,,1.2 – 2.2,,,,,,,,,,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-2200,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,26. Chelalang,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,2.5 – 3.5,,,,,,,,,,,,,1.1 – 2.1,,,,,,,,,,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,1500-2000,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,27. Tasha,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,2.5 – 3.5,,,,,,,,,,,,,1.0 – 1.9,,,,,,,,,,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,1500-2150,,,,,,,,,Egerton University,,,,,,,,,,,,,,,,,,,,,,,,,,,28. Cianku,,,,,,,2008,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,3-4,,,,,,,,,,,,,2.0-2.5,,,,,,,,,,,,,,,,,,KARI-Embu,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medium Altitude,(1,20 0 – 1,600),[AEZs LH3, LM1,UM1, UM2, UH3]",,,,,,,,,KARI,,,,,,,,,,,,,,," Indeterminate, black large-seeded Canadian Wonder type  Tolerant to anthracnose, leaf rust, and Angular Leaf Spot diseases  High level biological N fixation  Large-seeded marketable seed type",,,,,,,,,,,,29. Mbigo,,,,,,,2013,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.5-2.0,,,,,,,,,,,,,,,,,,Kari Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,900-1600,,,,,,,,,KARI,,,,,,,,,,,,,,," Drought tolerant  High yielding  Large red mottled (Most preferred seed type)  Uniform flowering and maturity  Highly resistant bean Rust ( Bean Common Mosaic Virus(BCMV) and Bean Common Mosaic and Necrotic Virus (BCMNV)  Moderately resistant to Angular leaf spot, anthracnose, common bacterial blight and web blight",,,,,,,,,,,,30. KAT-RM01 (KATRAM),,,,,,,2014,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",177,,,,,,,,,,,,3,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,Kari Embu,,,,,,,,,,,,,,,,,,,,,,,,,,,1200-2400,,,,,,,,,KARI,,,,,,,,,,,,,,," Tolerance to most fungal diseases: Angular leaf spot,",,,,,,,,,,,,31. EMBEAN14 (MWENDE),,,,,,,2014,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",178,,,,,,,,,,,,3,,,,,,,,,,,,,1.15-2.0,,,,,,,,,,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,Central highlands; western highlands; central and southern Rift Valley region; Coastal; eastern highlands,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,," Biofortified variety(Iron-up to 147 ppm; zinc upto 38 ppm; also rich in Ca, P and other minerals)  Tolerant to low soil fertility  Good resistance to angular leafspot, root rot, anthracnose, BCMV and other bean diseases",,,,,,,,,,,,32. MN1( Rosecoco Madini),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",178,,,,,,,,,,,,3,,,,,,,,,,,,,1.13-1.2,,,,,,,,,,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,Central highlands; western highlands; central and southern Rift Valley region; Coastal; eastern highlands,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,," Biofortified variety(Iron -73ppm, zinc- 41ppm; also rich in Ca, P and other minerals)  Good resistance to angular leafspot, anthracnose and other bean diseases  Low flatulence",,,,,,,,,,,,33. MN3 (Kenya Almasi),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",178,,,,,,,,,,,,3,,,,,,,,,,,,,1.1-2.8,,,,,,,,,,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,Central highlands; western highlands; central and southern Rift Valley region; Coastal; eastern highlands,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,," Low flatulence  Biofortified variety( Iron up to 75ppm and zinc-45 ppm; also rich in Ca, P and other minerals)  Good resistance to angular leafspot, anthracnose and other bean diseases",,,,,,,,,,,,34. MN6 (Kenya Cheupe),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",178,,,,,,,,,,,,3,,,,,,,,,,,,,1-1.9,,,,,,,,,,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,Central highlands; western highlands; central and,,,,,,,,,University Of Nairobi,,,,,,,,,,,,,,," Biofortified variety(Iron up to 75ppm and zinc-45 ppm; also rich in Ca, P and other minerals)",,,,,,,,,,,,35. MN9 (Kenya Maua),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",179,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.8 - 2.0,,,,,,,,,,,,,,,,,,KALRO- Kakamega,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium & high altitude; Central and north Rift Valley,,,,,,,,,KALRO,,,,,,,,,,,,,,, Resistant to bean root rot  Resistant to angular leaf sport,,,,,,,,,,,,36. KK ROSECOCO- 194,,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",179,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.8 - 2.0,,,,,,,,,,,,,,,,,,KALRO- Kakamega,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium & high altitude; Central and north Rift Valley,,,,,,,,,KALRO,,,,,,,,,,,,,,, Resistant to bean root rot  Resistant to angular leaf sport,,,,,,,,,,,,37. KK RED BEAN-16,,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",179,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.4-2.2,,,,,,,,,,,,,,,,,,KALRO Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,900-1800 MSAL,,,,,,,,,KALRO,,,,,,,,,,,,,,," Drought tolerant  Early maturing  Micronutrient rich bean, high grain iron content (>95 ppm), high zinc grain content (>39ppm) with low phytic acid 1.25mg/g  Cook fast  Good pod clearance",,,,,,,,,,,,38. KAD 02 (Nyota),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",179,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.4-2.5,,,,,,,,,,,,,,,,,,KALRO Kandara,,,,,,,,,,,,,,,,,,,,,,,,,,,1200-1900 MSAL,,,,,,,,,KALRO,,,,,,,,,,,,,,, Micronutrient rich with high grain iron content (>97 ppm)  High zinc grain content (>57ppm)  Has low phytic acid at 1mg/g and high sucrose content at 120mg/kg  Cooks fast and has high water absorption capacity when soaked,,,,,,,,,,,,39. KMR 11 (Angaza),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",179,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.4-2.3,,,,,,,,,,,,,,,,,,KALRO Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,1200-1900 MSAL,,,,,,,,,KALRO,,,,,,,,,,,,,,," High grain Zinc content (>32ppm)  Moderate grain iron content (>67ppm), Potassium 2,486ppm",,,,,,,,,,,,40. KMR 12 (Metameta),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",180,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.4-2.0,,,,,,,,,,,,,,,,,,KALRO Kandara,,,,,,,,,,,,,,,,,,,,,,,,,,,1300-2000 MSAL,,,,,,,,,KALRO,,,,,,,,,,,,,,," High grain Zinc content (>56 ppm) and low phytic acid at 1.75mg/g  High potassium at 2,746ppm and high manganese at 27.51ppm  Tolerance to Angular leaf spot (ALS), Common bacterial blight (CBB) and resistance to bean common mosaic virus (BCMV).",,,,,,,,,,,,41. KMR13 (Faida),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",180,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.6 – 2.2,,,,,,,,,,,,,,,,,,KALRO- Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 – 1700 Masl Central Kenya, Muranga, Kirinyaga, Embu and Meru, in Nyanza Homabay, Kisumu and Siaya",,,,,,,,,KALRO,,,,,,,,,,,,,,," Drought tolerant  Small elongated white seeds with excellent canning quality ( % water Uptake > 100 and Hydration Coefficient > 1.9)  Early Maturing, Uniform maturity  Highly resistant to bean Rust and Bean Common Mosaic Virus (BCMV)  Moderately tolerant to Anthracnose and Angular leafspot",,,,,,,,,,,,42. KAT-SW-12 (KENYA MALI),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",181,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.5 – 2.0,,,,,,,,,,,,,,,,,,KALRO- Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 – 1700 Masl Central Kenya, Muranga, Kirinyaga, Embu and Meru, in Nyanza Homabay, Kisumu and Siaya",,,,,,,,,KALRO,,,,,,,,,,,,,,, Drought tolerant  Early Maturing  Small oval white seeds with excellent canning quality ( % water Uptake > 100 and Hydration Coefficient > 2.0 )  Uniform maturity  Highly resistant to bean Rust and Bean Common Mosaic Virus (BCMV),,,,,,,,,,,,43. KAT-SW-13 (TAMUTAM U),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",181,,,,,,,,,,,,2-3,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,"Central and western highlands, Tea Zones, Central and southern Rift Valley;Nyanza; eastern highlands",,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Resistant to root rots, angular leaf spot, common bacterial blight and moderately resistant to anthracnose  Fast cooking (42.8 minutes soaked)  High water absorption capacity/swelling (115%)  High hydration coefficient, washed drained weight (69.4%), large grain size, preferred shape, high uniformity of canned product, low splits and clumping and high brine clarity  Good sensory traits of canned product",,,,,,,,,,,,44. KCB 13-02 (Kenya Mamboleo),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",181,,,,,,,,,,,,2-3,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,"Central and western highlands, Tea Zones, Central and southern Rift Valley;Nyanza; eastern highlands",,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," High level of resistance to root rots, angular leaf spot, common bacterial blight and anthracnose  Fast cooking (35 minutes-soaked)  High water absorption capacity (99.2%)",,,,,,,,,,,,45. KCB13-09 (Kenya Salama),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",182,,,,,,,,,,,,2-3,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,"Central and western highlands, Tea Zones, Central and southern Rift Valley;Nyanza; eastern highlands",,,,,,,,,University of Nairobi,,,,,,,,,,,,,,," Resistant to angular leaf spot, root rots, anthracnose and root rots  Fast cooking(35 minutes when soaked)  Very high water uptake (142%) and swelling  High hydration, washed drain weight, good size, shape, low incidence of split, clumping and high brine clarity  Excellent sensory characteristics (color, size, appearance, taste, mouth feel, flavor and wholesomeness)",,,,,,,,,,,,46. KCB13-11 (KenStar),,,,,,,2015,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",182,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,KALRO Kakamega,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium to high altitude high rainfall areas.,,,,,,,,,KALRO (Kakameg a),,,,,,,,,,,,,,, Small seeded red bean type  Resistant to bean root rot,,,,,,,,,,,,47. KKRIL05/RE D13 (KK- RED BEAN 13),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",182,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,KALRO (Kakamega),,,,,,,,,,,,,,,,,,,,,,,,,,,Medium to high altitude high rainfall areas.,,,,,,,,,KALRO (Kakameg a),,,,,,,,,,,,,,, Rose-coco bean type  Resistant to bean root rot,,,,,,,,,,,,48. KKRIL05/CA L33 (KK- ROSECOCO 33),,,,,,,2017,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",182,,,,,,,,,,,,2-3,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,University of Nairobi/Paul Kimani,,,,,,,,,,,,,,,,,,,,,,,,,,,"1300-2100 masl Such as Machakos, Bomet,",,,,,,,,,University of Nairobi,,,,,,,,,,,,,,, Resistant to angular leafspot (2); anthracnose (5); rust (3); common bacterial,,,,,,,,,,,,49. KCB13-04 (Kenya Red Kidney),,,,,,,2018,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",183,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.8-2.1,,,,,,,,,,,,,,,,,,Simlaw seed Co.Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altitude: 1000-1800 m.a.s.l AEZ: UM 1-UM3 Sites: Embu, Kirinyaga, Murang’a, Loitoktok, Taita taveta",,,,,,,,,Simlaw seed Co.Ltd,,,,,,,,,,,,,,, Wide adaptability  Medium maturing,,,,,,,,,,,,50. Kazuri (SIMLAW B9),,,,,,,2021,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",183,,,,,,,,,,,,3,,,,,,,,,,,,,1.5-2.0,,,,,,,,,,,,,,,,,,KALRO KITALE,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altitude: 1000-1800 m.a.s.l AEZ : Medium to High Sites: Kisii, Bungoma, Uasin Gishu, Elgeyo Marakwet",,,,,,,,,KALRO,,,,,,,,,,,,,,, Purple flowers  Presence of tendrils  Indeterminate growth habit  Small red mottled round seeds  Pods slightly curved,,,,,,,,,,,,51. SAITOTI (Saitoti),,,,,,,2021,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",183,,,,,,,,,,,,3-4,,,,,,,,,,,,,1.8-2.0,,,,,,,,,,,,,,,,,,Egerton University Agroscience Park Seed Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altitude: 1500-1800 m.a.s.l AEZ : Medium to High Sites: Kericho, Bomet, Kisii, Nakuru, Nandi, Kakamega",,,,,,,,,Egerton University,,,,,,,,,,,,,,, Low flatulence and acid  High Fe and Zinc  Good for bean flour and bean soup  High yielding  Tolerant to halo blight  Tolerant to rust,,,,,,,,,,,,52. EUB 502 (Tatton Bean),,,,,,,2021,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",183,,,,,,,,,,,,2.5,,,,,,,,,,,,,1.6-1.8,,,,,,,,,,,,,,,,,,Agrosoy,,,,,,,,,,,,,,,,,,,,,,,,,,,Altitude: 1000-1600 m.a.s.l AEZ: Medium to high altitudes,,,,,,,,,Agrosoy seed company,,,,,,,,,,,,,,, Early maturity  Drought tolerant,,,,,,,,,,,,53. AGRYB402 (Zebra),,,,,,,2021,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",184,,,,,,,,,,,,2-3,,,,,,,,,,,,,1-1.5,,,,,,,,,,,,,,,,,,Maintainer:Pu re Seeds EA LTD Source:CIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attitude:1000- 1600 m.a.s.l AEZ:UM, LM, L Sites: Embu, Kitui, Katumani, Kakamega and Busia etc",,,,,,,,,Pure Seeds EA LTD,,,,,,,,,,,,,,," High levels of iron and zinc  Resistsnt to Angular leaf spot rust,Anthracnose and tolerant to common bacterial blight",,,,,,,,,,,,54. NUA 45(PURE SEED 1),,,,,,,2023,,,,,,,,,,,,,
COMMON BEAN,"Phaseolus vulgaris L.
Variety Year Owner",184,,,,,,,,,,,,2-3,,,,,,,,,,,,,1.4-2.8,,,,,,,,,,,,,,,,,,KALRO Katumani,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attitude:1350- 1800 m.a.s.l AEZ:LM-5-6 Sites: Embu, Kitui, Katumani, Kampi ya Mawe and Thika",,,,,,,,,KALRO,,,,,,,,,,,,,,, Medium micronutrient rich bean(Iron levels is 69.5 ppm and zinc levels is 27.65 ppm)  Drought tolerant,,,,,,,,,,,,55. Waithera(K SR13),,,,,,,2024,,,,,,,,,,,,,
FRENCH BEAN,"Phaseolus vulgaris L.
Variety Release Year of Owner",185,,,,,,,,,,,,1.5 - 2,,,,,,,,,,5 – 7.5 t/ha,,,,,,,,,,,,,,,,,,,,,KARI-Thika,,,,,,,,,,,,,,,,,,,,,,,,,,,1000-1800,,,,,,,,,KARI,,,,,,,,Kutuless (J12),,,,,,, Resistant to rust  Good snupapability  Extra fine green pods,,,,,,,,,,,,1. Kutuless (J12),,,,,,,,,2000,,,,,,,,,,,
FRENCH BEAN,"Phaseolus vulgaris L.
Variety Release Year of Owner",185,,,,,,,,,,,,2-3,,,,,,,,,,9-11 t/ha,,,,,,,,,,,,,,,,,,,,,Pop Vriend Research Seeds BV,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirinyaga, Muranga, Loitokitok, Trans- Mara, Mulot",,,,,,,,,Pop Vriend Research Seeds BV,,,,,,,,VENDA,,,,,,," Rust & Halo Blight resistance  Good shelf life  High yield  Uniform pods, Fine Beans",,,,,,,,,,,,2. VENDA,,,,,,,,,2014,,,,,,,,,,,
FRENCH BEAN,"Phaseolus vulgaris L.
Variety Release Year of Owner",185,,,,,,,,,,,,2-3,,,,,,,,,,10- 12 t/ha,,,,,,,,,,,,,,,,,,,,,Pop Vriend Research Seeds BV,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirinyaga, Muranga, Loitokitok, Trans- Mara, Mulot",,,,,,,,,Pop Vriend Research Seeds BV,,,,,,,,TANA,,,,,,, Halo Blight and Anthracnose Tolerance  Good shelf life  High yield  Uniform pods  Strong vegetative plant  Fine Beans,,,,,,,,,,,,3. TANA,,,,,,,,,2014,,,,,,,,,,,
FRENCH BEAN,"Phaseolus vulgaris L.
Variety Release Year of Owner",185,,,,,,,,,,,,2 to first harvest;,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,University of Nairobi/Paul Kimani,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200-2000 masl Such as Machakos, Kajiado, Naivasha, Meru, Tharaka Nithi, Nakuru, Nyeri, Murang’a, Nyeri counties",,,,,,,,,University of Nairobi,,,,,,,,Kenya Amboseli,,,,,,, Resistant to angular leafspot (3); anthracnose (2); rust (3); common bacterial blight (3) and root rots (1)  Average 58% extra fine; 36 % fine beans  Upto 18 pickings possible,,,,,,,,,,,,4. KSB 13- 02,,,,,,,,,2018,,,,,,,,,,,
